label,label,nuclei_area,nuclei_i,nuclei_j,nuclei_bounds,foci_count,foci_area,nucleus_number_neighbors_1,nucleus_percent_touching_1,nucleus_first_neighbor_distance,nucleus_second_neighbor_distance,nucleus_angle_between_neighbors
167,167,1384.0,1310.454479768786,872.1531791907514,"(1289, 852, 1337, 895)",1,12,1,0.07909604519774012,29.582000357799078,54.414937225737994,110.71914144584369
168,168,1344.0,1318.5677083333333,723.7269345238095,"(1296, 700, 1342, 745)",1,10,1,0.192090395480226,45.709267241051606,64.32257608064249,52.789230871559425
169,169,1677.0,1322.4418604651162,1502.2349433512225,"(1297, 1481, 1350, 1523)",1,20,0,0.0,110.80087924557337,125.08066882331356,40.7380434861847
170,170,1156.0,1328.2093425605535,954.6003460207612,"(1311, 935, 1348, 973)",0,0,0,0.0,80.29293256186068,84.33724249138072,20.512878234301585
171,171,1938.0,1358.7925696594427,702.0175438596491,"(1327, 679, 1385, 728)",1,15,1,0.16666666666666666,45.709267241051606,51.67824655217792,82.42741750326351
172,172,1561.0,1356.0435618193467,786.7437540038437,"(1332, 766, 1382, 809)",0,0,1,0.13736263736263737,42.07567723747413,54.96573899236363,136.17578704932208
173,173,137.0,1339.8832116788321,875.1605839416059,"(1333, 869, 1347, 882)",0,0,1,0.24489795918367346,29.582000357799078,45.61593752298886,124.00442475501146
174,174,1001.0,1362.88011988012,1186.4495504495505,"(1344, 1170, 1385, 1206)",3,26,0,0.0,139.9412704374767,142.64810268746075,132.00161795652656
175,175,1277.0,1369.1064996084574,840.1346906812843,"(1349, 819, 1389, 861)",1,16,0,0.0,45.61593752298886,54.96573899236363,126.41237770143768
176,176,2541.0,1381.3081463990554,1374.5836284927193,"(1351, 1345, 1410, 1407)",1,19,0,0.0,113.78301380585245,126.27531712185879,138.43317332252764
